station,time,mooring_site_desc,air_temperature,air_temperature_qc,barometric_pressure,barometric_pressure_qc,wind_gust,wind_gust_qc,wind_speed,wind_speed_qc,wind_direction,wind_direction_qc,wind_2_gust,wind_2_gust_qc,wind_2_speed,wind_2_speed_qc,wind_2_direction,wind_2_direction_qc,visibility,visibility_qc,longitude,latitude,depth
,UTC,,celsius,1,millibars,1,m/s,1,m/s,1,degrees_true,1,m/s,1,m/s,1,degrees_true,1,meters,1,degrees_east,degrees_north,m
F01,2023-04-01T00:00:00Z,Penobscot Bay,1.65,0,1020.7775,0,10.04,39,7.056,39,220.0,39,10.26,0,7.06,0,219.9,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T00:10:00Z,Penobscot Bay,1.638,0,1020.71747,0,9.33,39,7.052,39,225.4,39,9.35,0,7.039,0,226.0,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T00:20:00Z,Penobscot Bay,1.54,0,1020.71747,0,7.683,39,6.147,39,218.7,39,8.08,0,6.219,0,220.1,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T00:30:00Z,Penobscot Bay,1.629,0,1020.5375,0,7.448,39,5.562,39,208.6,39,7.324,0,5.562,0,208.4,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T00:40:00Z,Penobscot Bay,1.472,0,1020.5375,0,6.86,39,5.522,39,203.7,39,6.878,0,5.513,0,203.8,0,2938.1,0,-68.99635,44.05597,-3.0
F01,2023-04-01T00:50:00Z,Penobscot Bay,1.226,0,1020.4774,0,5.723,39,4.532,39,201.3,39,5.966,0,4.684,0,203.1,0,2910.4675,0,-68.99635,44.05597,-3.0
F01,2023-04-01T01:00:00Z,Penobscot Bay,1.331,0,1020.4774,0,5.958,39,4.688,39,198.6,39,6.178,0,4.889,0,201.0,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T01:10:00Z,Penobscot Bay,1.413,0,1020.4774,0,6.311,39,5.326,39,188.7,39,6.626,0,5.475,0,189.2,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T01:20:00Z,Penobscot Bay,1.344,0,1020.4174,0,6.664,39,5.61,39,182.0,39,6.898,0,5.792,0,183.2,0,2968.1353,0,-68.99635,44.05597,-3.0
F01,2023-04-01T01:30:00Z,Penobscot Bay,1.295,0,1020.2974,0,7.095,39,5.844,39,179.0,39,7.694,0,6.018,0,181.0,0,2903.2593,0,-68.99635,44.05597,-3.0
F01,2023-04-01T01:40:00Z,Penobscot Bay,1.262,0,1020.1174,0,7.213,39,5.776,39,169.6,39,7.11,0,5.885,0,169.3,0,2932.093,0,-68.99635,44.05597,-3.0
F01,2023-04-01T01:50:00Z,Penobscot Bay,1.244,0,1020.0573,0,6.233,39,5.47,39,167.3,39,6.772,0,5.624,0,168.3,0,2994.5664,0,-68.99635,44.05597,-3.0
F01,2023-04-01T02:00:00Z,Penobscot Bay,1.304,0,1019.9973,0,5.723,39,4.94,39,166.8,39,6.228,0,5.071,0,168.1,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T02:10:00Z,Penobscot Bay,1.28,0,1019.75726,0,6.115,39,5.094,39,161.6,39,6.378,0,5.323,0,165.7,0,2992.1636,0,-68.99635,44.05597,-3.0
F01,2023-04-01T02:20:00Z,Penobscot Bay,1.321,0,1019.63727,0,6.429,39,5.576,39,165.6,39,6.562,0,5.684,0,167.8,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T02:30:00Z,Penobscot Bay,1.315,0,1019.27716,0,7.056,39,5.971,39,163.0,39,7.138,0,5.968,0,165.0,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T02:40:00Z,Penobscot Bay,1.343,0,1018.91705,0,6.86,39,5.898,39,148.5,39,7.212,0,6.078,0,150.5,0,2980.1494,0,-68.99635,44.05597,-3.0
F01,2023-04-01T02:50:00Z,Penobscot Bay,1.191,0,1018.737,0,7.722,39,6.234,39,150.0,39,7.976,0,6.44,0,152.8,0,2862.4111,0,-68.99635,44.05597,-3.0
F01,2023-04-01T03:00:00Z,Penobscot Bay,1.168,0,1018.37695,0,7.448,39,6.55,39,149.3,39,7.844,0,6.723,0,149.8,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T03:10:00Z,Penobscot Bay,1.375,0,1018.1969,0,8.11,39,6.778,39,148.8,39,8.23,0,6.93,0,151.1,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T03:20:00Z,Penobscot Bay,1.624,0,1018.0769,0,8.35,39,6.993,39,152.0,39,8.62,0,7.054,0,152.7,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T03:30:00Z,Penobscot Bay,1.686,0,1017.89685,0,8.31,39,6.836,39,143.4,39,8.62,0,7.012,0,146.2,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T03:40:00Z,Penobscot Bay,1.74,0,1017.6568,0,8.94,39,7.411,39,144.9,39,8.77,0,7.667,0,149.3,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T03:50:00Z,Penobscot Bay,1.661,0,1017.2967,0,8.86,39,7.497,39,146.5,39,9.13,0,7.661,0,149.0,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T04:00:00Z,Penobscot Bay,1.628,0,1016.99664,0,9.13,39,7.815,39,147.4,39,8.99,0,7.821,0,148.0,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T04:10:00Z,Penobscot Bay,1.668,0,1016.8766,0,9.41,39,7.37,39,146.8,39,9.71,0,7.574,0,149.6,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T04:20:00Z,Penobscot Bay,1.792,0,1016.7566,0,8.66,39,7.373,39,157.3,39,8.4,0,7.227,0,158.2,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T04:30:00Z,Penobscot Bay,1.673,0,1016.8166,0,8.19,39,7.06,39,147.5,39,8.45,0,7.218,0,150.8,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T04:40:00Z,Penobscot Bay,1.672,0,1016.3365,0,8.39,39,6.987,39,150.9,39,8.32,0,6.979,0,151.2,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T04:50:00Z,Penobscot Bay,1.824,0,1016.09644,0,8.27,39,6.855,39,140.8,39,8.55,0,7.043,0,142.7,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T05:00:00Z,Penobscot Bay,1.911,0,1016.0364,0,8.98,39,7.308,39,152.1,39,8.77,0,7.42,0,154.8,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T05:10:00Z,Penobscot Bay,2.041,0,1015.5563,0,9.8,39,7.744,39,150.0,39,9.55,0,7.728,0,150.5,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T05:20:00Z,Penobscot Bay,2.025,0,1015.4963,0,9.49,39,7.678,39,150.8,39,9.12,0,7.819,0,153.1,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T05:30:00Z,Penobscot Bay,2.169,0,1015.4963,0,8.94,39,7.268,39,146.6,39,9.07,0,7.38,0,147.0,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T05:40:00Z,Penobscot Bay,2.108,0,1015.2562,0,8.94,39,7.639,39,146.2,39,9.3,0,7.844,0,147.2,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T05:50:00Z,Penobscot Bay,2.054,0,1015.0762,0,9.17,39,7.445,39,146.3,39,9.39,0,7.462,0,146.4,0,2995.7678,0,-68.99635,44.05597,-3.0
F01,2023-04-01T06:00:00Z,Penobscot Bay,1.842,0,1015.0162,0,9.56,39,7.519,39,147.8,39,9.29,0,7.554,0,148.2,0,2993.365,0,-68.99635,44.05597,-3.0
F01,2023-04-01T06:10:00Z,Penobscot Bay,1.734,0,1014.9562,0,8.08,39,6.921,39,137.0,39,8.42,0,7.11,0,139.7,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T06:20:00Z,Penobscot Bay,1.661,0,1014.9562,0,8.15,39,6.632,39,142.0,39,8.44,0,6.751,0,144.0,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T06:30:00Z,Penobscot Bay,1.64,0,1014.71606,0,7.762,39,6.377,39,141.0,39,7.834,0,6.492,0,142.2,0,2980.1494,0,-68.99635,44.05597,-3.0
F01,2023-04-01T06:40:00Z,Penobscot Bay,1.5,0,1014.23596,0,7.33,39,6.255,39,132.7,39,7.622,0,6.365,0,134.3,0,2978.948,0,-68.99635,44.05597,-3.0
F01,2023-04-01T06:50:00Z,Penobscot Bay,1.569,0,1013.81586,0,7.722,39,6.418,39,123.2,39,8.28,0,6.66,0,127.8,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T07:00:00Z,Penobscot Bay,1.646,0,1013.4558,0,8.23,39,6.595,39,117.2,39,8.36,0,6.749,0,119.6,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T07:10:00Z,Penobscot Bay,1.746,0,1013.1557,0,7.526,39,6.142,39,111.9,39,7.6,0,6.32,0,114.7,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T07:20:00Z,Penobscot Bay,1.864,0,1012.91565,0,6.978,39,5.914,39,101.5,39,7.284,0,6.183,0,107.4,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T07:30:00Z,Penobscot Bay,1.963,0,1012.6156,0,7.526,39,6.18,39,107.6,39,7.55,0,6.281,0,110.0,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T07:40:00Z,Penobscot Bay,2.091,0,1012.49554,0,7.095,39,5.966,39,102.6,39,7.352,0,6.044,0,103.2,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T07:50:00Z,Penobscot Bay,2.26,0,1012.2555,0,7.252,39,5.775,39,89.6,39,7.532,0,5.999,0,93.5,0,2984.955,0,-68.99635,44.05597,-3.0
F01,2023-04-01T08:00:00Z,Penobscot Bay,2.776,0,1012.01544,0,9.02,39,6.779,39,116.7,39,9.2,0,6.769,0,116.5,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T08:10:00Z,Penobscot Bay,3.116,0,1011.59534,0,9.68,39,7.983,39,129.1,39,9.64,0,7.871,0,128.3,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T08:20:00Z,Penobscot Bay,3.158,0,1011.1753,0,8.98,39,7.592,39,118.9,39,8.93,0,7.514,0,117.9,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T08:30:00Z,Penobscot Bay,3.172,0,1010.8152,0,8.78,39,7.298,39,106.0,39,9.12,0,7.385,0,108.0,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T08:40:00Z,Penobscot Bay,3.224,0,1010.57513,0,9.25,39,7.485,39,114.1,39,9.29,0,7.434,0,115.0,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T08:50:00Z,Penobscot Bay,3.213,0,1010.035,0,9.33,39,7.737,39,102.8,39,9.45,0,7.709,0,102.3,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T09:00:00Z,Penobscot Bay,3.253,0,1010.09503,0,8.74,39,7.261,39,89.9,39,9.1,0,7.532,0,95.2,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T09:10:00Z,Penobscot Bay,3.278,0,1010.09503,0,8.39,39,7.134,39,91.9,39,8.64,0,7.321,0,95.4,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T09:20:00Z,Penobscot Bay,3.297,0,1009.6149,0,8.43,39,7.138,39,92.1,39,8.67,0,7.261,0,93.9,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T09:30:00Z,Penobscot Bay,3.322,0,1009.3748,0,8.39,39,7.147,39,94.2,39,8.56,0,7.215,0,96.0,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T09:40:00Z,Penobscot Bay,3.347,0,1008.59467,0,8.78,39,7.505,39,87.8,39,9.13,0,7.609,0,90.0,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T09:50:00Z,Penobscot Bay,3.321,0,1008.59467,0,8.27,39,7.037,39,87.9,39,8.82,0,7.18,0,89.7,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T10:00:00Z,Penobscot Bay,3.395,0,1008.3546,0,8.58,39,7.219,39,98.0,39,8.82,0,7.232,0,97.9,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T10:10:00Z,Penobscot Bay,3.424,0,1007.81445,0,8.66,39,7.489,39,84.6,39,9.4,0,7.605,0,87.0,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T10:20:00Z,Penobscot Bay,3.485,0,1007.0343,0,9.21,39,7.883,39,86.1,39,9.53,0,7.939,0,86.3,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T10:30:00Z,Penobscot Bay,3.547,0,1006.91425,0,9.37,39,7.833,39,86.6,39,9.75,0,7.91,0,87.9,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T10:40:00Z,Penobscot Bay,3.619,0,1007.0943,0,9.64,39,7.781,39,96.3,39,9.72,0,7.769,0,96.7,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T10:50:00Z,Penobscot Bay,3.687,0,1006.79425,0,9.13,39,7.305,39,90.5,39,9.04,0,7.288,0,89.9,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T11:00:00Z,Penobscot Bay,3.751,0,1006.85425,0,9.13,39,6.818,39,85.0,39,8.84,0,6.887,0,85.7,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T11:10:00Z,Penobscot Bay,3.82,0,1006.5542,0,9.02,39,7.144,39,81.7,39,9.04,0,7.291,0,84.8,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T11:20:00Z,Penobscot Bay,3.856,0,1006.1941,0,10.27,39,7.62,39,89.8,39,10.4,0,7.651,0,90.0,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T11:30:00Z,Penobscot Bay,3.895,0,1006.01404,0,9.41,39,7.271,39,84.8,39,9.05,0,7.306,0,85.0,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T11:40:00Z,Penobscot Bay,3.952,0,1005.774,0,10.11,39,7.418,39,86.9,39,9.28,0,7.316,0,87.8,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T11:50:00Z,Penobscot Bay,3.991,0,1005.2939,0,8.74,39,7.509,39,88.2,39,9.26,0,7.551,0,87.1,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T12:00:00Z,Penobscot Bay,4.022,0,1004.99384,0,9.29,39,7.585,39,88.9,39,9.34,0,7.638,0,89.8,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T12:10:00Z,Penobscot Bay,4.055,0,1004.3937,0,10.74,39,8.53,39,91.6,39,10.59,0,8.45,0,91.0,0,2990.9622,0,-68.99635,44.05597,-3.0
F01,2023-04-01T12:20:00Z,Penobscot Bay,4.087,0,1003.9136,0,10.78,39,8.66,39,84.5,39,10.64,0,8.71,0,84.7,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T12:30:00Z,Penobscot Bay,4.139,0,1003.7335,0,9.76,39,8.03,39,78.5,39,10.18,0,8.25,0,81.7,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T12:40:00Z,Penobscot Bay,4.119,0,1003.3735,0,10.39,39,8.56,39,97.6,39,10.07,0,8.5,0,96.1,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T12:50:00Z,Penobscot Bay,4.167,0,1003.2534,0,10.39,39,7.062,39,91.2,39,10.76,0,7.086,0,91.1,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T13:00:00Z,Penobscot Bay,4.192,0,1002.95337,0,10.04,39,7.297,39,84.4,39,9.97,0,7.467,0,85.2,0,2992.1636,0,-68.99635,44.05597,-3.0
F01,2023-04-01T13:10:00Z,Penobscot Bay,4.236,0,1002.7733,0,9.06,39,7.216,39,86.1,39,9.35,0,7.303,0,86.8,0,2995.7678,0,-68.99635,44.05597,-3.0
F01,2023-04-01T13:20:00Z,Penobscot Bay,4.332,0,1002.2932,0,8.39,39,7.006,39,91.9,39,8.69,0,7.09,0,90.8,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T13:30:00Z,Penobscot Bay,4.337,0,1001.9931,0,8.7,39,7.018,39,83.8,39,8.74,0,7.148,0,85.6,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T13:40:00Z,Penobscot Bay,4.416,0,1001.453,0,9.33,39,6.851,39,91.5,39,9.01,0,6.967,0,90.9,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T13:50:00Z,Penobscot Bay,4.54,0,1001.0329,0,8.43,39,6.434,39,86.9,39,8.48,0,6.562,0,87.7,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T14:00:00Z,Penobscot Bay,4.548,0,1000.6128,0,7.291,39,6.105,39,80.7,39,7.586,0,6.3,0,81.6,0,2988.5593,0,-68.99635,44.05597,-3.0
F01,2023-04-01T14:10:00Z,Penobscot Bay,4.579,0,1000.31274,0,6.899,39,5.966,39,81.1,39,7.406,0,6.06,0,81.5,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T14:20:00Z,Penobscot Bay,4.701,0,1000.0727,0,6.938,39,5.697,39,77.6,39,7.18,0,5.794,0,80.9,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T14:30:00Z,Penobscot Bay,4.761,0,999.6526,0,6.742,39,5.544,39,88.0,39,6.854,0,5.585,0,86.9,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T14:40:00Z,Penobscot Bay,4.835,0,999.1725,0,6.507,39,5.463,39,79.5,39,6.892,0,5.589,0,81.4,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T14:50:00Z,Penobscot Bay,4.88,0,999.0524,0,5.958,39,4.526,39,87.5,39,6.08,0,4.54,0,89.0,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T15:00:00Z,Penobscot Bay,4.936,0,998.7524,0,5.488,39,4.462,39,85.3,39,5.36,0,4.493,0,88.1,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T15:10:00Z,Penobscot Bay,4.898,0,998.5723,0,5.449,39,4.715,39,99.4,39,5.87,0,4.909,0,101.8,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T15:20:00Z,Penobscot Bay,4.913,0,998.1522,0,5.057,39,4.461,39,92.5,39,5.476,0,4.672,0,98.6,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T15:30:00Z,Penobscot Bay,5.009,0,997.7921,0,4.861,39,3.785,39,111.5,39,5.162,0,3.823,0,112.9,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T15:40:00Z,Penobscot Bay,4.994,0,997.312,0,4.626,39,3.904,39,113.3,39,4.648,0,3.854,0,112.9,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T15:50:00Z,Penobscot Bay,4.954,0,996.7119,0,4.43,39,3.553,39,87.6,39,4.392,0,3.683,0,89.3,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T16:00:00Z,Penobscot Bay,4.964,0,996.47186,0,3.92,39,3.349,39,89.4,39,4.01,0,3.47,0,93.0,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T16:10:00Z,Penobscot Bay,4.998,0,996.11176,0,3.842,39,3.25,39,97.8,39,3.992,0,3.352,0,100.7,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T16:20:00Z,Penobscot Bay,4.978,0,996.05176,0,3.724,39,3.079,39,111.5,39,3.776,0,3.204,0,114.7,0,2980.1494,0,-68.99635,44.05597,-3.0
F01,2023-04-01T16:30:00Z,Penobscot Bay,4.995,0,995.75165,0,3.842,39,3.237,39,123.3,39,4.228,0,3.414,0,126.9,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T16:40:00Z,Penobscot Bay,5.202,0,995.3916,0,3.685,39,3.165,39,144.4,39,3.85,0,3.283,0,145.7,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T16:50:00Z,Penobscot Bay,5.337,0,995.21155,0,3.528,39,2.807,39,158.2,39,3.56,0,2.911,0,159.0,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T17:00:00Z,Penobscot Bay,5.332,0,995.15155,0,3.41,39,2.929,39,159.8,39,3.566,0,3.055,0,160.3,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T17:10:00Z,Penobscot Bay,5.261,0,995.0315,0,2.979,39,2.48,39,162.8,39,3.162,0,2.625,0,164.2,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T17:20:00Z,Penobscot Bay,5.184,0,994.9115,0,2.391,39,1.973,39,171.7,39,2.884,0,2.148,0,174.0,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T17:30:00Z,Penobscot Bay,5.151,0,995.0315,0,2.587,39,2.047,39,194.3,39,2.782,0,2.263,0,195.9,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T17:40:00Z,Penobscot Bay,5.134,0,994.6714,0,2.391,39,1.583,39,211.4,39,2.67,0,1.833,0,215.4,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T17:50:00Z,Penobscot Bay,5.154,0,994.0713,0,1.45,39,1.135,39,180.1,39,1.654,0,1.335,0,184.5,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T18:00:00Z,Penobscot Bay,5.224,0,993.6512,0,2.744,39,1.884,39,164.9,39,2.9,0,2.013,0,168.1,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T18:10:00Z,Penobscot Bay,5.225,0,992.811,0,3.214,39,2.366,39,140.5,39,3.258,0,2.474,0,142.4,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T18:20:00Z,Penobscot Bay,5.104,0,991.91077,0,3.489,39,3.004,39,122.3,39,3.616,0,3.123,0,121.7,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T18:30:00Z,Penobscot Bay,5.123,0,991.55066,0,4.469,39,3.247,39,126.4,39,4.802,0,3.376,0,128.0,0,2992.1636,0,-68.99635,44.05597,-3.0
F01,2023-04-01T18:40:00Z,Penobscot Bay,5.118,0,991.07056,0,4.665,39,3.923,39,138.4,39,4.57,0,3.838,0,137.8,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T18:50:00Z,Penobscot Bay,5.101,0,991.3106,0,3.646,39,2.431,39,154.3,39,3.83,0,2.509,0,155.0,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T19:00:00Z,Penobscot Bay,5.152,0,991.6107,0,2.626,39,2.075,39,186.9,39,2.908,0,2.29,0,187.0,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T19:10:00Z,Penobscot Bay,5.143,0,991.43066,0,2.862,39,2.282,39,178.3,39,3.094,0,2.454,0,179.4,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T19:20:00Z,Penobscot Bay,5.151,0,991.49066,0,3.528,39,2.899,39,192.5,39,3.49,0,2.878,0,192.9,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T19:30:00Z,Penobscot Bay,5.095,0,990.95056,0,3.293,39,2.453,39,170.3,39,3.178,0,2.544,0,171.2,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T19:40:00Z,Penobscot Bay,5.152,0,990.95056,0,3.371,39,2.577,39,182.7,39,3.426,0,2.626,0,182.7,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T19:50:00Z,Penobscot Bay,5.105,0,991.01056,0,4.234,39,3.493,39,185.3,39,3.972,0,3.44,0,184.9,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T20:00:00Z,Penobscot Bay,5.124,0,990.7105,0,3.528,39,2.823,39,189.8,39,3.404,0,2.823,0,189.8,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T20:10:00Z,Penobscot Bay,5.164,0,990.8305,0,4.312,0,3.287,0,200.1,0,4.458,40,3.155,40,197.2,40,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T20:20:00Z,Penobscot Bay,5.109,0,990.65045,0,4.077,0,3.445,0,203.2,0,7.56,40,3.715,40,143.6,40,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T20:30:00Z,Penobscot Bay,5.294,0,991.01056,0,5.684,0,4.445,0,205.5,0,8.68,40,4.422,40,207.2,40,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T20:40:00Z,Penobscot Bay,5.395,0,990.7105,0,5.331,39,4.61,39,203.7,39,4.788,0,4.177,0,206.0,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T20:50:00Z,Penobscot Bay,5.274,0,990.2904,0,5.018,39,4.105,39,186.8,39,4.878,0,3.805,0,187.5,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T21:00:00Z,Penobscot Bay,5.166,0,989.8703,0,6.115,39,4.737,39,179.1,39,5.426,0,4.346,0,179.5,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T21:10:00Z,Penobscot Bay,5.127,0,990.3504,0,6.86,39,5.921,39,192.7,39,6.116,0,5.365,0,194.8,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T21:20:00Z,Penobscot Bay,5.08,0,990.3504,0,7.017,39,5.684,39,194.5,39,6.256,0,5.181,0,196.0,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T21:30:00Z,Penobscot Bay,5.065,0,990.11035,0,5.88,39,5.012,39,198.9,39,5.446,0,4.602,0,200.4,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T21:40:00Z,Penobscot Bay,5.05,0,990.11035,0,5.41,39,4.203,39,198.2,39,4.764,0,3.989,0,197.8,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T21:50:00Z,Penobscot Bay,5.024,0,990.05035,0,4.665,39,3.959,39,197.0,39,4.452,0,3.794,0,198.1,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T22:00:00Z,Penobscot Bay,5.063,0,989.8703,0,4.351,39,3.607,39,198.1,39,4.304,0,3.445,0,200.2,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T22:10:00Z,Penobscot Bay,5.155,0,989.75024,0,4.9,39,4.172,39,208.2,39,4.58,0,3.826,0,210.1,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T22:20:00Z,Penobscot Bay,5.119,0,989.8103,0,4.508,39,3.652,39,208.3,39,4.072,0,3.439,0,211.3,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-04-01T22:30:00Z,Penobscot Bay,5.237,0,989.8103,0,5.606,39,4.297,39,213.0,39,5.096,0,3.958,0,214.9,0,2996.9692,0,-68.99635,44.05597,-3.0
